CV Data Logger started on:,2020-7-17_151641
Timestamp (millisec since midnight today), CoM X (cm), CoM Y (cm), Theta (deg), Goal X (cm), Goal Y (cm)
55185672,33.2299789064,15.4594176282,-60.173255041,30.7938868456,28.4516355058
55185827,32.9976212529,15.4528514982,-61.8916319546,30.6389817433,28.4472580859
55185993,32.9181085763,15.5143170533,-61.8916319546,30.5594690666,28.5087236409
55186391,33.3115517086,15.334297808,-61.8916319546,30.2393582345,28.8182401263
55186545,32.9996813785,15.3891972331,-63.6629418929,30.1577854323,28.9433599464
55186727,32.3780008438,15.4353418183,-61.8916319546,30.0782727556,29.0048255015
55187011,32.9790801233,16.0257398837,-56.0868439222,29.8459151022,28.9982593715
55187168,33.0565326744,16.0279285937,-57.7221647836,29.768462551,28.9960706615
55187327,33.3848840087,15.4637950482,-57.7221647836,29.460712472,28.9236615565
55188019,33.1401656021,15.8391545086,-59.4147441908,29.0042376672,28.6559122363
55188180,33.0606529255,15.9006200636,-60.173255041,28.8513926904,28.5878805512
55188341,33.4499758067,15.8479093485,-56.8973592719,28.6985477136,28.5198488662
55188810,32.9852604998,15.8347770886,-56.0868439222,28.6210951625,28.5176601562
55188965,33.2114377767,16.0323060137,-56.0868439222,28.6210951625,28.5176601562
55189426,33.3807637576,15.5911035783,-56.8973592719,28.0686266769,28.8206105116
55189717,33.2196782788,15.7776889535,-57.7221647836,27.6018512445,28.8711325167
55190033,33.1401656021,15.8391545086,-57.7221647836,27.3715537166,28.8009121216
55190193,33.2950707044,15.8435319285,-58.5084256327,27.296161291,28.7350691466
55190348,33.4499758067,15.8479093485,-57.7221647836,27.2207688653,28.6692261715
55190507,33.6110612856,15.6613239733,-61.8916319546,26.9945915884,28.4716972464
55190803,33.2155580278,15.9049974836,-57.7221647836,26.6114490838,28.3334451663
55190944,33.5191878558,16.1047151187,-57.7221647836,26.6114490838,28.3334451663
55191128,33.5966404069,16.1069038287,-60.173255041,26.6114490838,28.3334451663
55191595,33.5212479813,16.0410608537,-60.173255041,26.3749711793,28.4541875664
55191770,33.366342879,16.0366834337,-59.4147441908,26.0589805982,28.6363955217
55191925,33.2888903279,16.0344947237,-61.1645327809,25.981528047,28.6342068117
55192077,33.2888903279,16.0344947237,-61.8916319546,25.981528047,28.6342068117
55192642,33.7556657603,15.9839727186,-57.7221647836,25.3701481399,28.3620800715
55192828,33.37046313,15.9093749036,-61.8916319546,25.2193632887,28.2303941214
55193143,33.5945802814,16.1705580938,-61.8916319546,25.143970863,28.1645511463
55193299,33.5987005324,16.0432495637,-58.5084256327,24.840341035,27.9648335112
55193657,33.5987005324,16.0432495637,-61.1645327809,24.840341035,27.9648335112
55193826,33.5212479813,16.0410608537,-61.1645327809,24.5305308304,27.9560786712
55193961,33.5212479813,16.0410608537,-58.5084256327,24.5305308304,27.9560786712
55194384,33.8310581859,16.0498156937,-58.5084256327,24.294052926,28.0768210714
55194539,33.7556657603,15.9839727186,-60.173255041,24.1370876982,28.1360979165
55194694,33.7577258858,15.9203184535,-57.7221647836,24.063755398,28.0066006763
55195095,33.6782132091,15.9817840086,-57.7221647836,23.6847331444,27.7410400661
55195525,33.6782132091,15.9817840086,-60.173255041,23.2303184651,27.4096364809
